open,high,low,close,volume
92833.42,92900.0,92582.04,92636.49,122.64957
92636.49,92676.49,92556.52,92640.27,118.59446
92640.28,92830.01,92554.81,92813.83,186.6595
92813.82,93200.0,92795.22,93181.9,243.64371
93181.89,93250.0,93113.62,93156.14,235.10181
93156.14,93156.14,92662.61,92800.01,148.94179
92800.01,92961.71,92762.23,92762.23,107.5984
92762.23,92843.97,92666.66,92731.64,118.26615
92732.22,92823.8,92619.04,92823.8,113.57141
92823.81,92948.47,92823.7,92862.85,96.76503
92862.85,93130.44,92850.0,93016.91,79.76069
93016.91,93164.0,93016.91,93138.59,134.84415
93138.58,93217.4,92969.2,93217.4,101.18876
93217.39,93400.0,93200.22,93248.6,121.85086
93248.61,93279.3,93023.68,93101.83,69.81509
93101.84,93200.5,93011.93,93191.2,78.89413
93191.21,93400.0,93191.2,93356.81,85.83195
93356.81,93450.0,93285.71,93294.52,167.56733
93294.52,93424.49,93180.29,93234.36,90.43649
93234.35,93406.28,93208.34,93226.47,71.52584
93226.47,93240.89,93131.5,93136.25,111.69847
93138.13,93300.0,93065.0,93290.66,58.46573
93290.66,93337.99,93249.59,93293.27,50.9253
93293.27,93347.83,93217.39,93259.98,71.15187
93259.98,93302.73,93184.59,93212.06,87.93767
93212.05,93302.73,93150.15,93299.48,43.36265
93299.48,93339.47,93180.97,93202.51,37.91827
93202.52,93332.0,93202.51,93303.0,59.22437
93303.01,93368.79,93217.39,93329.49,57.55134
93329.28,93462.77,93329.27,93460.48,64.3141
93460.48,93529.06,93445.67,93519.5,138.34969
93519.5,93536.87,93434.78,93434.78,76.97239
93434.78,93528.67,93391.92,93528.66,82.38034
93528.66,93561.16,93474.33,93531.41,114.20204
93531.41,93567.65,93466.24,93497.25,63.90215
93497.24,93595.22,93491.89,93513.51,60.93113
93513.52,93559.63,93465.93,93497.8,46.46825
93497.81,93540.0,93459.3,93491.99,36.5735
93492.0,93510.16,93346.07,93346.08,70.18166
93346.07,93380.62,93268.0,93380.61,55.29577
93380.62,93428.41,93151.64,93151.65,36.95878
93151.64,93178.26,92934.18,92938.46,83.33077
92938.46,93039.3,92826.09,92966.63,116.70244
92966.62,92981.1,92761.9,92836.52,76.77749
92836.53,93094.48,92836.53,93031.1,76.08539
93031.1,93086.96,92905.35,92913.67,51.82606
92913.67,93000.4,92904.01,92959.18,34.97059
92959.69,92991.65,92700.0,92764.88,38.81132
92764.88,92851.05,92666.62,92766.09,55.10091
92766.08,92920.0,92695.65,92920.0,53.16481
92920.0,93019.55,92905.39,93011.28,35.11403
93011.28,93100.0,92999.07,93070.18,31.41114
93070.18,93200.0,93063.7,93168.99,48.31533
93168.99,93341.93,93099.86,93315.39,47.08929
93315.39,93395.41,93260.86,93342.55,56.60957
93342.55,93356.05,93181.06,93243.59,34.62019
93243.6,93271.32,93181.33,93217.39,27.46707
93217.4,93304.35,93181.33,93229.22,28.43451
93229.22,93266.58,93166.63,93229.89,20.3307
93229.89,93311.25,93229.89,93278.83,31.90581
93278.83,93444.45,93260.82,93326.06,40.11378
93326.07,93463.67,93326.06,93360.47,40.23466
93360.46,93394.38,93348.87,93380.0,20.21917
93380.0,93448.0,93333.33,93333.34,21.56697
93333.34,93386.37,93317.18,93317.18,21.42688
93317.19,93350.27,93189.49,93232.06,37.19612
93232.06,93299.99,93212.07,93299.97,23.2785
93299.97,93439.01,93287.33,93439.01,33.31027
93439.0,93515.62,93418.07,93490.41,42.19365
93490.41,93557.36,93486.39,93549.99,47.27772
93549.99,93593.75,93537.19,93567.58,36.5632
93567.57,93586.5,93525.23,93581.76,28.44806
93581.76,93595.0,93496.0,93593.62,44.5372
93593.61,93639.31,93559.01,93621.72,80.61845
93621.72,93649.56,93521.73,93556.12,75.70243
93556.12,93666.0,93460.58,93472.36,193.48501
93472.35,93594.17,93472.35,93572.49,22.03066
93572.49,93572.5,93448.03,93448.03,84.54084
93448.04,93448.04,93378.07,93383.17,29.23846
93383.18,93447.62,93326.28,93447.61,50.14429
93447.62,93452.0,93413.87,93445.87,24.16529
93445.87,93445.88,93361.15,93361.15,16.26671
93361.15,93450.0,93320.34,93320.34,59.00926
93320.34,93442.03,93299.14,93419.2,31.33551
93419.21,93500.0,93419.2,93500.0,26.41543
93500.0,93542.91,93499.99,93525.25,21.26662
93525.24,93525.25,93383.51,93390.66,88.20418
93391.3,93474.98,93352.23,93465.62,27.1747
93465.62,93560.0,93465.62,93546.83,17.51031
93546.84,93558.5,93500.0,93547.1,27.94349
93547.1,93563.37,93503.72,93504.5,32.25462
93504.49,93504.5,93358.4,93358.4,14.59858
93358.38,93358.38,93024.0,93159.99,81.39611
93159.99,93390.88,93142.24,93206.94,44.76755
93206.93,93320.97,93173.91,93250.15,24.928
93250.16,93276.8,93173.91,93216.73,20.33237
93216.72,93343.98,93216.72,93343.98,24.17416
93343.97,93343.97,93286.56,93337.54,10.87281
93337.54,93353.73,93337.54,93353.72,6.07584
93353.73,93410.0,93288.0,93376.0,29.05608
93375.99,93534.39,93375.99,93477.17,38.86464
93477.16,93535.0,93477.16,93503.95,22.38775
93503.96,93545.23,93445.62,93456.13,33.20266
93456.14,93539.54,93456.13,93526.43,9.10005
93526.44,93557.0,93518.08,93531.25,15.82681
93531.25,93582.73,93531.24,93565.5,20.32624
93565.51,93578.0,93501.47,93501.47,45.6289
93501.47,93501.48,93434.78,93446.65,32.53257
93446.65,93453.28,93391.37,93391.38,18.91662
93391.38,93391.38,93309.77,93316.99,35.38263
93317.0,93438.51,93316.99,93427.98,53.87118
93427.98,93427.99,93373.33,93404.12,18.70708
93404.12,93534.75,93387.66,93508.65,29.84532
93508.65,93535.84,93508.64,93516.64,15.65784
93516.63,93555.0,93516.63,93555.0,12.74825
93554.99,93564.35,93500.0,93519.89,41.16616
93519.89,93698.0,93456.0,93683.24,189.724
93683.24,93997.44,93643.53,93990.84,427.45528
93990.84,94005.0,93776.42,93823.69,154.81652
93823.69,93884.08,93786.76,93884.08,38.56311
93884.08,93918.18,93845.29,93918.17,28.36943
93918.17,93918.18,93799.99,93829.47,48.89587
93829.46,93982.84,93806.29,93980.47,68.01925
93980.47,94006.0,93858.51,93897.78,110.78105
93897.77,93953.14,93722.26,93740.07,618.24584
93740.07,93740.08,93642.52,93693.37,221.01407
93693.37,93697.28,93520.0,93640.83,153.32161
93640.83,93732.0,93640.83,93653.02,54.38847
93653.02,93670.5,93600.0,93645.99,36.13202
93645.99,93704.95,93604.8,93704.94,26.84573
93704.94,93917.56,93704.94,93839.75,68.03729
93839.75,93904.76,93839.75,93895.38,14.68013
93895.38,93895.39,93775.45,93880.0,22.43822
93880.0,93920.84,93822.1,93822.1,59.36465
93822.1,93899.99,93822.1,93896.28,15.08663
93896.27,93993.81,93896.27,93956.2,103.57144
93956.19,94218.7,93870.35,94195.5,200.28154
94195.5,94444.0,94173.92,94173.93,288.09653
94173.92,94236.0,93786.36,93832.3,249.58521
93832.3,93832.31,93668.0,93772.2,83.83745
93772.21,93830.02,93640.58,93681.38,55.78722
93681.39,93743.78,93602.83,93727.67,31.74993
93727.68,93810.61,93711.35,93810.6,33.34342
93810.61,93810.61,93754.53,93789.22,17.56128
93789.22,93860.17,93711.36,93713.83,65.2762
93713.82,93770.1,93700.0,93758.01,154.08854
93758.0,93758.01,93660.0,93678.13,33.9494
